# key_policy=split_keyset rounds=7 n_pairs=10000 seed=42
c0l,c0r,c1l,c1r,delta_left,delta_right,v0,v1,label
51440,4536,61560,20829,14472,16613,55624,41253,1
31354,41977,16494,2066,14868,44011,55683,18556,0
1347,60086,53293,9005,54638,51611,61429,62208,1
48464,61771,8618,10746,40186,55473,19483,2128,0
33444,52013,18502,57375,51938,11058,18825,43097,1
47954,3512,4469,58267,43559,60963,46826,62190,0
10617,28354,58294,43923,51919,50513,18363,18469,1
46045,53495,7360,9525,44829,62914,25386,14837,0
38443,2818,49835,65525,21632,62711,40233,15710,1
45968,16112,4040,42012,48216,39660,36192,43988,0
8373,49375,59847,35218,51570,18765,57450,24661,1
26900,51010,7866,14613,30638,65111,44630,10159,0
34169,35746,51406,50125,19895,18543,3803,2819,1
16860,3906,31532,54662,15088,56004,20126,44714,0
19932,46690,54726,51250,38938,32336,64446,7668,1
45315,54205,10486,25861,39413,46776,25278,19955,0
8007,6794,3281,40750,5014,34212,1485,37887,1
33462,52325,7897,34286,40047,18827,20179,39735,0
13407,11164,46067,6201,34732,13221,8131,43978,1
65288,27230,45941,58373,19581,36443,38230,22384,0
55796,56299,13889,6047,61365,52340,543,8670,1
49817,22044,435,49539,49962,38815,38021,49200,0
36144,2389,18952,29310,51000,31531,33893,14454,1
7349,38969,31089,14366,26052,40999,33932,16751,0
37223,59813,44704,50663,16327,11330,30914,27463,1
35652,2576,46681,28688,15645,31232,33108,50761,0
175,20070,53795,20585,53900,7695,20169,33354,1
21577,5420,62161,8817,42648,14173,16741,53408,0
37241,45425,2418,20439,38923,65190,8200,18085,1
20302,28676,22502,31338,6312,2670,16202,11660,0
51092,26321,41099,17796,26399,9045,41285,58639,1
56695,41086,64927,33030,8424,8568,32009,31897,0
56376,43128,11583,17879,61703,60847,29760,26856,1
45088,40650,12249,46528,40953,11018,12010,39449,0
30127,17792,42967,25895,53880,8359,12335,49904,1
50138,13561,42262,61697,26316,50680,63267,21527,0
47493,51770,21151,36943,60186,23157,29631,49872,1
47482,22664,52412,34738,30150,57146,57842,19214,0
35706,21991,25949,53019,60967,39676,56989,43590,1
31768,58331,59565,18086,38069,42365,40899,44555,0
37952,8619,4280,21333,34040,29438,46571,17389,1
52812,13699,11823,65508,57443,51815,64463,53707,0
55964,55215,37217,37555,19453,17692,3379,978,1
15835,56098,25693,7918,22918,50636,59129,31411,0
62050,31104,23827,29243,44913,3003,35810,12072,1
55738,59172,12916,526,60366,58666,16030,12410,0
39759,39144,11490,17861,47021,56621,935,26919,1
40634,54722,52620,34203,21302,20569,19320,18455,0
41809,37567,16936,17953,57721,54430,12782,1033,1
46761,52080,59314,18129,20763,36257,32217,41315,0
32860,56430,61662,19743,28802,37233,23602,48577,1
61770,3498,47605,31257,18623,30643,64736,50156,0
34582,33971,52447,51557,19401,19926,933,1466,1
29188,47977,33185,38100,62373,12221,51565,5493,0
33014,62497,27114,2019,59676,62402,29911,28169,1
11978,9107,53726,51747,65300,59824,3417,7165,0
996,20162,58785,62090,58949,48200,19750,5931,1
59503,7043,30000,9990,40287,15493,62444,21046,0
46387,43719,7838,44554,43949,1229,8180,45204,1
9041,40279,32301,7179,23932,33116,48646,25126,0
20876,12102,26568,37883,13892,48317,32458,62515,1
53677,17793,21566,6248,34195,24041,37932,19542,0
58554,60981,28009,26495,35283,35146,2703,2582,1
24624,61128,25374,6725,814,62605,36600,31067,0
64545,57376,42444,9284,23021,50276,7169,33160,1
56852,4087,34892,12353,22104,16310,53731,47117,0
52328,33018,15328,26730,63368,59536,19602,21386,1
3567,28148,4113,52295,7678,41395,24603,56406,0
32348,12773,59332,8178,39320,11799,20409,63542,1
57331,57864,59613,6526,14126,64374,15867,61859,0
47373,6777,18557,48575,61808,42950,41844,62914,1
43358,46469,37429,50885,15211,29504,7387,21744,0
32431,54080,24196,61926,8235,8870,44527,44898,1
53720,59100,38796,3249,18004,60013,14084,39741,0
47705,22553,39626,16418,8339,6203,57920,56040,1
54555,13344,13900,44947,58199,39859,57659,39391,0
15876,206,14114,17106,2342,16924,16074,30192,1
48891,11777,49695,22942,31972,30623,37114,39809,0
61831,25235,50406,55066,13665,46473,37652,5116,1
63799,54670,48870,12284,18385,64114,11449,37146,0
47680,45320,46162,20161,3602,65481,2888,64147,1
38947,3162,53398,29650,18613,32648,38009,41796,0
5003,7709,57070,52066,52581,54655,3478,5516,1
10274,54559,9563,44007,3449,32504,64829,36540,0
3191,62799,50793,43374,51742,23585,63800,28423,1
10376,4808,62173,39095,55893,35455,14912,27242,0
26876,46372,3804,29151,26144,50427,56792,32515,1
38059,9492,60939,12353,31392,5461,45503,56906,0
18027,16432,31467,50972,15488,34604,1627,48631,1
58000,58333,37546,4272,28730,62317,333,33306,0
30719,18146,65314,20813,35037,6063,12573,44655,1
56464,16290,7197,52224,49293,62370,58162,53277,0
6450,43999,22697,21834,16795,65173,45805,3555,1
15417,42720,24715,26581,23730,49461,39641,1886,0
62113,37597,20131,37345,48130,828,24700,57154,1
39668,55608,22177,56574,52309,1478,17356,35423,0
41365,46077,38451,27097,14246,55844,4712,65514,1
56106,58020,38889,22627,19651,47815,14734,53130,0
62763,19364,22173,49990,41910,35042,48783,38363,1
10978,41925,44734,47400,33884,6893,35111,6038,0
55015,36536,27471,58362,48552,27970,22623,34997,1
37984,56245,29822,57245,57374,1064,20437,44003,0
57620,53277,14689,55062,55413,1803,12553,61047,1
8428,29467,30523,13090,22487,16441,21495,17433,0
13523,45603,18441,62030,31962,16493,34544,47687,1
58581,59455,41976,36630,18221,26409,3306,11502,0
948,27273,52222,34757,51274,60748,26941,19515,1
64927,22890,37968,59492,27087,45326,42229,31796,0
25335,25083,23841,5298,16342,30025,780,18835,1
4174,57366,13114,5170,9076,62500,61528,9992,0
57346,50765,42811,29450,18233,46407,9807,54321,1
52854,56463,10319,38156,58937,18819,4857,48451,0
40621,7879,4471,64041,36826,58606,32874,60254,1
457,59547,53421,33893,53604,27902,59730,21704,0
25649,35065,44177,18341,51360,53084,60616,60212,1
54716,38110,24972,63013,46128,25339,16738,38825,0
35939,21973,58904,213,27259,21760,55734,59085,1
46971,47003,46767,18306,468,61465,224,61741,0
17725,44238,37565,30575,55168,56225,59891,58834,1
15563,12200,54874,45772,60049,40292,4963,25750,0
43686,62106,50836,10293,27698,55983,22588,61089,1
23031,23337,18915,53944,4116,35217,734,39771,0
28818,23427,59056,29389,38434,10574,11025,38013,1
54241,36479,58020,41352,12613,12279,23966,17196,0
21421,31565,61940,44269,41561,55200,10464,23833,1
42101,5225,42745,21236,652,18077,45084,62477,0
41267,16084,57953,36253,17234,45897,40935,28668,1
34150,38632,56249,63210,24287,24578,5006,11603,0
49005,48498,64062,20749,17747,60543,543,43827,1
8464,30294,8740,35593,820,64863,22342,43309,0
40856,43759,31179,2325,58963,41978,13687,28894,1
27381,35883,45305,64730,55820,28913,59102,19491,0
51853,60771,18906,23850,33623,45129,10222,5360,1
61004,64833,734,33531,60562,32698,4877,32805,0
7555,59304,23739,60799,16696,2775,64043,45508,1
65069,30974,51780,6034,13417,28524,34515,56790,0
42585,670,60293,19866,19932,20228,42183,42527,1
31513,33299,53644,22020,43669,54295,63754,34696,0
2568,13315,5834,17037,7362,30350,15883,21575,1
29150,5788,4591,42157,24625,45617,26434,46402,0
9417,47373,10006,9891,991,40878,40388,437,1
26722,11721,8238,1223,18508,10510,17835,9449,0
59287,10133,65410,57988,6165,50449,49154,7430,1
30439,28090,64211,17832,35892,10258,7005,49019,0
62404,44280,44477,54066,24185,32714,24380,32399,1
15946,32500,1848,17561,14706,14957,16574,17313,0
41041,33854,40481,380,15984,34114,9327,40797,1
23222,4452,8749,1253,30875,5505,19410,9928,0
48151,26048,12577,1289,36150,24777,55767,13352,1
59828,29088,55501,27106,12665,6210,38932,45359,0
27048,30204,34777,65359,61041,35507,7252,30870,1
20615,48430,1072,47480,21687,1110,60841,48456,0
11421,33266,23195,11798,30214,45028,44399,29837,1
28981,15205,22221,38319,10232,44746,19024,50018,0
32389,27063,15363,9145,17030,18958,5938,8122,1
55668,6998,59571,40577,12743,34263,49698,30258,0
62746,42434,27198,19662,40740,59660,20696,9968,1
64939,26084,25475,47622,40488,57314,38991,55685,0
2369,14201,50641,20230,52368,30847,15928,35543,1
43035,24474,42148,14727,3263,26141,63361,40227,0
29664,28004,26106,28196,5658,832,7812,3038,1
62032,49287,47417,473,19305,49502,13015,47328,0
27285,36012,48962,64585,54743,28901,58937,17163,1
16339,42863,64985,42182,49674,937,39100,22815,0
19352,23989,22810,31616,4738,9781,5677,8858,1
65121,32993,28588,20837,37325,53636,32384,16073,0
13837,33961,36309,18441,48088,52384,45732,50652,1
4532,31705,62093,45521,58169,51720,27245,17244,0
7846,40066,34673,53248,39383,19586,33316,22385,1
55893,31431,10405,58473,62192,40622,41106,52428,0
36207,36009,8012,29624,37411,65297,454,27892,1
7605,8532,25642,62339,31135,53975,15585,38825,0
28133,46497,1173,63016,26992,17289,55364,62141,1
34987,64046,49696,18505,19083,45671,29317,35433,0
33961,55418,35118,61132,3463,14006,23763,26594,1
58795,4300,39628,6209,32615,2189,62823,33421,0
3577,37314,46167,41939,47534,12817,39995,6020,1
32968,41376,59636,54725,26684,29797,8552,15665,0
4058,32308,62529,17560,64411,15020,29166,45273,1
16301,6141,1980,6781,14353,3456,10320,7617,0
46647,16662,58954,4999,20605,21137,63265,62925,1
36839,60699,43520,53786,9703,16129,25340,30746,0
64351,23657,18577,63165,46030,43732,42806,48684,1
50540,20462,21258,38660,38502,55530,35458,50190,0
35563,43903,57293,54507,21798,32660,8596,2854,1
56940,58909,44484,32438,29608,39083,14449,54130,0
4378,16387,54386,62993,50536,46610,20761,8803,1
36694,60043,47679,53852,13673,14551,26077,26723,0
30941,51293,47535,59729,49522,8460,45184,20734,1
59217,56678,55079,44145,12406,28951,14903,31574,0
17227,42149,22951,51005,6892,25496,59374,40602,1
60957,52382,42219,62973,19190,14691,8835,20758,0
20957,21814,63208,58120,42805,46654,1259,5600,1
8716,36665,3957,48628,11641,13005,44341,45697,0
41320,19793,51214,25515,26982,12026,60473,43941,1
11964,20541,8250,57619,3718,45358,32385,49449,0
63962,59090,28086,23843,37996,48113,7944,12437,1
49573,3326,24060,49328,40025,52302,52571,40268,0
1347,23554,31046,2860,31749,22318,22849,29290,1
51436,42580,31545,34304,46037,8276,28344,64825,0
41927,25398,8033,59213,48294,33915,49393,63532,1
60605,38453,41146,4551,19463,34802,31368,45437,0
34962,3126,23602,27164,54432,26154,33956,13870,1
30660,24487,13401,26023,17309,14848,10339,20990,0
61730,32444,28584,27679,40586,4771,36766,951,1
37277,37628,10956,52483,47953,24575,865,59343,0
1100,18451,40363,11451,39399,25768,19551,45328,1
21170,61887,7407,19095,20061,47912,41741,22136,0
47083,52409,23390,154,60597,52259,31570,23492,1
57369,64659,24273,32909,48840,31774,7306,56924,0
34380,21467,16797,32813,51153,54262,54679,49584,1
9492,1260,32026,10059,22542,9127,8696,23121,0
16452,56149,14178,52874,30502,5599,39697,63976,1
27122,4381,51548,28965,41134,24632,30959,47225,0
47006,4190,65013,39997,19051,35939,42944,25032,1
28730,24362,10392,11271,22690,29485,12048,1183,0
34684,42699,53626,49493,22022,26526,8631,4143,1
55930,34122,51493,40689,4959,7099,24368,22484,0
18544,27152,18214,45450,3926,56218,8800,63148,1
26547,4391,55400,9724,49115,13531,30356,64916,0
34322,19085,37498,52615,5224,34570,52383,24573,1
35600,47720,34796,40189,3324,9877,12664,6929,0
24165,46388,6573,24641,18376,54645,60241,31212,1
13628,8871,7246,45795,10610,36932,6043,44717,0
29360,1632,42009,46614,54953,45174,29904,4623,1
49067,43012,7669,1751,41566,44755,6063,6946,0
21048,51681,5226,14285,18002,65068,39897,9127,1
14064,14092,62614,23289,49766,28149,508,44655,0
52045,24741,45087,18750,31570,10651,44008,63777,1
39351,43451,3059,23609,37444,62850,12300,22474,0
33020,5435,45720,711,12900,6140,38343,45151,1
32529,38735,25168,65299,7489,26716,59486,40259,0
15956,9863,3275,45903,12959,38344,6355,49028,1
20866,56407,40488,12554,53162,60765,36309,44834,0
27901,34354,33031,53473,60922,22227,60111,20966,1
48980,45303,12563,32411,36423,52844,4003,20360,0
5449,45097,65313,26060,60008,54757,42336,39661,1
4424,7861,413,26053,4309,31600,4093,25688,0
55986,7858,55944,63157,58,59399,50176,11325,1
32678,8720,40493,6230,57739,14918,23990,34427,0
32472,30539,23565,53269,8917,42846,2451,35864,1
52588,28032,32650,1471,45798,26687,41196,31285,0
37741,28433,43955,37650,14558,64515,64636,14497,1
32633,37490,19588,58384,13309,30306,60683,43156,0
53482,36172,15337,11837,60163,41841,23974,5588,1
45186,38664,40982,2156,4244,40804,10122,43130,0
62104,23135,38157,61347,26517,46588,43207,31406,1
53595,52726,57377,4642,12666,57300,7341,61955,0
8543,20234,29166,44048,20657,58138,28245,56830,1
61247,32627,19506,14664,41741,17979,36940,30074,0
50009,55605,11152,24269,59593,34808,6764,30045,1
52774,10797,11797,52094,57395,57683,58379,58731,0
25109,29706,31094,53258,7011,41984,5663,43388,1
14818,18825,36206,64504,46220,45681,28779,30358,0
47746,35167,56701,23553,26623,54622,13277,33148,1
21292,31807,5180,949,18192,32650,12051,6025,0
49207,28074,44476,43844,28043,50926,44445,1784,1
19642,6199,16603,38671,3169,36664,21645,55252,0
7635,1522,42607,31792,48060,31170,6177,55903,1
44127,15431,12915,378,40492,15677,36888,13065,0
64271,64679,38556,41153,28051,23654,1960,13917,1
23936,6060,10432,7640,30016,2676,18988,13592,0
58581,58695,48439,42420,23010,16627,402,6275,1
65093,10542,3402,16883,62223,26845,55147,19641,0
6890,59536,12894,34038,10420,27750,62074,46760,1
42918,54405,47873,39293,7335,19960,29475,8828,0
29469,14853,42666,64353,54711,49508,18712,24011,1
32516,46936,38410,51480,59662,32320,51292,24338,0
43941,61472,51722,23520,25007,43968,23429,37354,1
55511,52884,52530,36635,5605,16783,5699,16937,0
53790,42815,29803,64719,42613,23536,29985,34980,1
30158,55508,65203,6547,35709,49479,44314,59168,0
31127,37589,36780,52333,63035,24248,60226,17345,1
9074,14656,54048,28118,61522,21654,6706,48886,0
1067,31060,53106,60841,52057,38141,32127,8923,1
65338,14586,6710,419,58636,14681,51136,7061,0
43774,3197,19262,17132,57792,20113,42627,2514,1
29537,64472,56823,52121,44694,12353,35001,5742,0
22845,44660,23864,49312,1029,28372,63305,40344,1
204,20548,37353,39503,37157,51723,20616,2982,0
22165,55334,7622,28868,19283,43234,36531,27906,1
60721,27070,53809,20231,16128,9913,33935,40246,0
8160,38590,61322,50025,61546,21975,35166,11491,1
22330,50608,13073,30196,25643,45124,37514,18149,0
31282,46415,47317,31140,49895,52459,53117,49521,1
43002,2930,21465,576,62499,2354,44168,20889,0
61911,54770,49805,9208,13146,62986,9253,57717,1
46549,58860,41779,19245,5862,44737,20537,59422,0
18246,14766,30238,25103,12632,23457,32488,5137,1
38797,15267,1120,50956,37869,64687,44078,50028,0
50777,55267,34330,44922,16451,30873,4538,10592,1
38504,10284,17980,15898,53332,5686,48708,30758,0
34835,324,11780,6711,42519,7027,35159,13363,1
62634,34143,353,59109,62923,25530,29173,59268,0
62932,36467,15426,41692,51606,11439,31655,40606,1
2910,40307,9370,64849,12228,24610,38445,55755,0
16459,123,24288,22373,7851,22302,16432,2437,1
4737,38088,24428,63641,19949,27729,34377,42997,0
18175,32468,35594,12623,52725,20379,14379,47685,1
10185,60016,25476,42850,17485,19730,52665,50406,0
28744,46039,40163,29430,60587,49441,50079,60949,1
15175,2286,30517,39070,19570,36976,13225,61355,0
20802,274,51392,17065,39298,17339,20560,35433,1
51845,35901,37386,5329,22671,39148,18104,34523,0
57301,63619,26456,59487,47245,4316,10070,36615,1
6824,59043,43396,64716,45868,6767,64523,21832,0
2017,2026,23922,47214,23187,49028,11,58652,1
44762,16436,36568,17420,8194,1080,61166,51924,0
32492,225,20035,48874,12463,48651,32269,61609,1
4652,56520,31550,16702,26898,40438,52964,14848,0
39798,43818,3164,35080,38698,8738,12380,34132,1
45764,27245,24136,48542,60556,55283,55465,58326,0
12172,59306,21638,31826,31498,39928,51238,10452,1
15107,52812,45868,38781,34863,22833,62799,9297,0
19467,7358,26895,38371,9476,35165,20661,64748,1
40852,41992,23627,18614,50143,60606,15260,5373,0
12044,61744,52818,34292,57694,29892,56892,19366,1
47896,8783,47135,52590,775,61217,39255,30065,0
23783,44992,23060,8992,1779,36064,62247,31028,1
55571,33066,6760,17465,50043,50451,22585,24145,0
54101,22820,64551,26817,12146,12773,35441,38118,1
18015,40701,4864,42481,21855,15116,55458,46833,0
35826,31662,8598,39812,43620,57386,61532,47634,1
4521,45324,25355,31397,29346,52137,41125,6574,0
52308,32134,55753,13803,5533,18541,45522,60450,1
60653,4412,357,4597,60808,201,64977,4240,0
9028,46571,26517,56375,17617,27100,38575,48034,1
62809,33584,19662,51900,47511,18828,30313,34418,0
22899,157,45459,27335,59616,27226,23022,56148,1
24074,36292,59571,63846,46777,29858,54222,4565,0
3455,65337,45883,7609,48708,57984,62022,44674,1
55906,19952,37097,53600,19083,40080,38802,16777,0
49528,11157,19487,42457,36199,36428,60141,59846,1
60270,12177,2867,37124,57437,48789,50431,39479,0
11092,50188,40662,49371,46466,1239,61272,24077,1
57098,18301,53612,27892,3686,11145,39031,48536,0
50962,32172,38518,36102,20836,61610,47806,7024,1
21763,34381,38434,50561,49953,17356,54094,21411,0
7971,5949,52261,51402,54022,57335,2078,1263,1
13618,15313,55994,63144,61320,52601,3811,11282,0
59275,7780,11413,8546,51998,16134,63983,3575,1
21836,15154,11608,49564,30740,64174,28286,60612,0
50765,48548,4888,5443,54613,43239,31721,1627,1
47824,32824,47447,56592,903,23848,15080,25671,0
42616,58265,35743,54178,11751,12347,17889,22589,1
5783,22815,46967,18039,41440,8040,20360,61696,0
46621,53286,9145,15296,38308,60390,26171,6265,1
12810,1418,15009,32844,2219,34246,14208,47853,0
53430,28800,60193,35120,15255,63920,41014,25105,1
36776,35631,43350,32705,9982,62702,1159,54935,0
31344,15550,21182,15884,10446,690,18126,27826,1
36094,45704,39933,3206,5891,48654,15990,38779,0
54744,13797,44317,42628,30917,37729,57405,2969,1
13539,45384,19002,37842,32473,8858,34219,55784,0
31897,57346,42744,37419,55905,29225,40091,13523,1
61281,21520,19082,18424,42475,5096,47985,3442,0
31499,55990,9371,54356,24464,3810,41405,61647,1
47372,20197,41603,34732,7055,51529,63465,9519,0
16222,57882,56845,44350,57683,20260,56644,29491,1
12601,41669,37868,10612,41685,35761,37884,47768,0
16795,60494,52027,23767,35488,45209,44501,38892,1
53104,7770,21318,16953,39990,23651,53546,4479,0
7104,6821,4024,46316,5240,44617,357,47956,1
4269,10815,6273,29638,2092,23033,14994,27463,0
12709,16745,6647,11283,10322,28026,28876,13796,1
4779,46036,6416,18043,3003,62895,41343,24427,0
22924,45394,49606,2325,38986,47175,59614,51411,1
13401,22004,39764,22624,44813,3476,25005,49972,0
61363,64196,41080,28365,20427,37897,5495,52917,1
32567,61886,34774,1061,63713,62875,36489,33779,0
8142,31979,3247,34175,4961,63892,25381,35280,1
1535,58534,5474,43695,4253,19977,57689,49101,0
4986,12330,32137,48053,28403,35743,9040,50748,1
24246,7796,18358,63036,6400,59464,16578,45450,0
19858,42578,43880,39456,59130,15474,60352,12616,1
25873,48581,24810,50989,1531,31464,55508,42951,0
7726,52240,2926,57305,5440,5065,53822,54455,1
44126,46247,5855,5478,47745,41409,6393,953,0
15546,44547,54837,32716,60047,53711,37561,43513,1
63320,7821,39514,30894,27906,26147,59861,58100,0
50026,35467,28138,1022,44672,35189,18913,28180,1
32799,60627,57138,16007,24365,53844,27852,57781,0
55546,19348,2045,18288,57095,3300,37742,16525,1
61184,44278,51122,30005,10418,55747,17398,45703,0
49846,25191,9337,4071,59087,28032,41169,11166,1
2850,64827,25665,21872,28515,43083,63001,12593,0
31842,9014,6235,43240,25657,35806,24404,45235,1
2061,57846,4607,39277,6642,30875,59899,34962,0
30784,64696,24412,4252,10012,60452,34040,20416,1
51875,63668,4387,39924,56192,25408,12823,35543,0
46215,21914,63207,63229,16992,41831,57629,26,1
57068,16454,34441,2183,22629,18625,40618,36366,0
10466,8070,4073,63915,9995,58925,14180,63042,1
18318,29665,17184,10634,1198,23147,13423,27306,0
8304,34201,10300,34045,2124,356,42473,44225,1
34525,62550,41489,53754,9420,9644,29323,29675,0
47676,31371,18572,52233,62128,46722,49335,33925,1
7458,22302,65482,33105,58088,54863,19004,32411,0
7710,12632,38521,37236,34919,41004,12102,1805,1
53514,53548,25185,25653,45931,46361,38,1620,0
52297,56901,16815,9691,36326,64414,4620,25716,1
48943,33837,18295,11094,63576,44923,15106,27681,0
18918,50449,33062,61786,51392,13387,36087,28796,1
25866,3820,29941,15393,4607,13005,27622,18644,0
19366,41192,23074,30075,4484,54675,60238,12121,1
61323,44287,38048,39783,31531,14232,17268,4039,0
46938,19794,48389,25027,2655,11409,64008,56518,1
31019,64851,32441,19713,1938,45138,33912,13240,0
12948,13854,61585,44102,49669,39512,1162,23767,1
10244,17351,21284,48020,31520,63571,27587,59568,0
126,42083,63211,47911,63125,8004,42013,19916,1
36148,46055,21489,604,57029,45499,16083,20909,0
64707,25497,13554,30918,51249,7007,40794,19508,1
30642,8170,58465,50511,37843,55973,26712,8494,0
54861,10083,51272,34952,7685,45035,61742,16576,1
53965,19229,65124,60651,11433,42998,39376,4751,0
38925,38908,49629,58755,22992,29311,4081,9310,1
39503,38898,52555,9464,22276,45834,3517,59827,0
17516,22917,14419,49731,31807,39878,7657,64016,1
41383,7781,42254,1770,1193,6287,49090,41956,0
52181,59943,34833,57744,17348,2999,8690,27009,1
36407,42374,23654,37057,53841,13639,11185,52391,0
16100,47093,28821,46248,20081,861,35089,50237,1
63545,7605,28448,43567,38681,47002,58764,50447,0
32471,34251,43618,26162,54453,58361,64284,52304,1
54530,34100,26492,44735,45694,11147,20534,51651,0
29809,29276,24366,50427,11103,46759,1581,39893,1
25080,29869,46561,35678,54297,65523,5461,16063,0
8688,2833,24060,10957,31756,8668,10977,30513,1
19374,21211,39775,6049,53489,17786,6517,36094,0
54821,60362,39033,37802,20060,30816,15855,3027,1
15930,36554,17390,53807,32212,23781,45296,37313,0
23315,29506,12048,35735,29699,63701,10321,42119,1
50809,65406,47883,62537,32114,2871,14599,20290,0
6578,14364,14963,23858,9153,25902,8622,26433,1
9186,42312,54639,47887,63117,7751,34474,28256,0
13182,51875,31767,4487,20329,56100,63965,28048,1
19017,3641,24320,62956,5449,64469,17520,43756,0
36052,45528,22837,48115,54753,2603,15628,58054,1
39933,18589,33962,5692,8023,24225,54112,37526,0
60429,60993,6709,896,63032,60865,588,6581,1
28885,37072,30983,61029,2514,32437,57349,38754,0
41664,39970,14683,56505,39835,16539,16098,58850,1
52809,31885,8211,38814,61018,60179,45764,46989,0
20482,38107,34786,12692,55264,42319,50393,46710,1
59498,46275,64642,51869,5352,32350,23721,13855,0
30761,9799,54137,26777,43856,20190,24174,48096,1
6088,27360,30242,21702,25066,15910,32040,8932,0
65030,13953,39868,24765,26042,22076,51335,64257,1
20831,51351,26713,49446,14598,2481,39368,43391,0
44331,8958,15810,60561,37097,52847,36821,53587,1
11749,13560,53990,63018,65283,49874,6429,9420,0
14864,14062,12496,20091,2752,30869,3326,32427,1
49239,8840,25591,50101,41888,57661,58079,41026,0
58221,42673,35328,39484,26989,15501,17884,4156,1
25437,4141,21892,32181,14041,28056,29552,10289,0
49292,909,23773,21298,40017,20671,49921,4079,1
1279,14123,58467,29353,57500,17794,13268,38602,0
46898,53010,58106,54474,21960,7128,30752,13872,1
26921,41697,18512,49615,8569,25390,52168,35231,0
42473,26376,61989,53285,22476,46893,49889,8704,1
4699,3205,12861,32505,8294,29308,7902,19652,0
1891,22062,20466,57156,18577,35178,20813,37046,1
50855,16389,8001,65277,55782,48888,34466,57788,0
13344,935,62247,12108,50951,11499,14215,56427,1
25557,26974,7359,33909,32618,60715,2699,39114,0
42241,13643,45489,17477,5296,28942,36938,62964,1
6375,2882,17468,58525,23771,61407,5029,41121,0
32136,54365,19306,9186,14050,63423,43477,26760,1
8775,32427,2511,51904,11144,46187,23788,49935,0
48096,7475,46890,53282,3274,52497,42707,26376,1
5735,38652,1174,18319,4849,53619,32923,17177,0
32284,35944,33773,32303,65009,62023,62068,64962,1
35257,50281,30825,50911,61904,694,19920,48822,0
9644,60148,4405,60333,13465,345,53080,64152,1
21,53776,13122,60744,13143,16216,53765,56842,0
26670,27113,46649,12204,56855,17989,455,39317,1
7183,12377,14418,54621,9309,58628,11350,60687,0
10394,17912,39553,56000,45595,40760,28002,16449,1
18862,28928,58820,58344,44138,37608,14510,1580,0
29352,38230,29598,29988,310,57458,59390,1722,1
14413,53831,26998,29031,20795,41760,59914,6161,0
40148,18133,22684,53898,50248,37983,55809,35350,1
50447,433,10044,30788,57907,31221,50366,24440,0
31079,30155,44037,14350,54626,19909,3244,37899,1
2532,4380,40089,59085,38269,63441,6392,31316,0
8782,29153,50797,28481,58403,7840,21423,43308,1
1427,43142,10136,14653,8715,37307,44309,7845,0
23622,40857,60947,24304,45653,49513,50143,45283,1
13261,60380,64207,12198,51458,50298,55313,54633,0
61472,21712,31702,27305,35830,15993,42224,4479,1
20119,3886,10079,49155,27080,53037,16825,59228,0
18104,367,27209,31205,11505,30858,18391,5036,1
3826,31814,16308,5731,12614,27173,29364,10711,0
61008,55225,57417,48620,3609,27221,14825,23973,1
64662,54791,32493,55923,33403,3188,10897,42142,0
2532,49943,31938,39406,29990,23289,51955,58668,1
39515,55711,45553,31679,11178,41504,17348,51790,0
29316,13781,42058,45508,54990,33809,18257,5518,1
56575,63973,54245,17892,3866,48129,9498,38401,0
39603,17384,42206,15807,15981,32343,55643,39265,1
55475,49083,42419,5775,32000,43316,26376,45884,0
44159,35031,2912,62904,42783,32111,9384,65240,1
14307,32774,36457,56224,47498,23462,47077,21961,0
19634,4222,17617,24267,2147,20149,23756,6682,1
33155,621,29247,60550,62396,61163,33774,40633,0
3817,26546,11933,64128,8308,40242,26971,54301,1
19284,1592,41656,40631,59884,39055,19820,15375,0
65526,8926,172,60816,65370,53070,56616,60732,1
17650,17731,60724,31913,43462,14826,433,37277,0
49138,14911,19718,53121,62196,62910,34253,33415,1
16068,34962,22428,56240,26968,21282,46678,35884,0
63611,46792,28799,17129,34820,62497,20147,12950,1
11661,52528,34290,46453,43135,30789,57533,12423,0
25216,65064,15907,38151,23715,27439,40104,43812,1
748,16346,24295,17548,23563,31574,15670,6763,0
31387,39451,28708,21759,2751,52964,57472,9435,1
24473,27987,41789,63921,64676,38114,13002,23180,0
55921,58902,59730,3008,13091,60886,15463,58002,1
42920,3371,12450,15539,38666,12696,43651,3089,0
46218,30352,6379,19620,44129,14900,49690,21583,1
60524,53687,17309,44458,45041,31773,15835,60983,0
26159,35067,56438,12627,47705,47528,61140,60709,1
26357,55626,46321,5557,53764,52479,49087,41284,0
30074,2548,44920,23147,55810,21407,31886,62739,1
41589,23417,44123,57781,3630,47820,63756,19950,0
56182,22313,6206,48758,49992,59743,35935,42568,1
25284,30292,41705,5031,49197,26099,5264,45390,0
40554,202,53425,58024,20187,57954,40608,12825,1
15183,23622,11854,39473,5377,50807,26377,46207,0
9587,35631,54511,15156,61852,45083,44636,61403,1
47914,52948,31234,19895,49448,33635,30206,14261,0
28227,17362,15131,21346,21848,4272,11665,26745,1
58120,11713,44688,39887,19864,46606,52937,13663,0
61961,323,1339,25253,63282,25574,62282,26526,1
50555,64772,4746,10784,55281,55076,14463,14506,0
61963,35122,7773,56266,60502,21240,31545,50583,1
7762,23195,40245,11986,33639,29769,17609,46055,0
49018,32436,54547,58370,27241,39606,49614,12561,1
